Area,VehPower,VehAge,DrivAge,Credit,FuelType,Density,Amount
C,5,8,45,770,Diesel,478,1128.12
D,5,5,45,770,Diesel,1152,2101.42
D,5,6,28,752,Regular,537,1128.12
B,7,9,30,725,Diesel,64,441.8
D,7,9,60,770,Regular,1600,1874.21
C,12,11,53,770,Regular,163,87.81
C,5,15,31,730,Diesel,282,2256.24
B,5,12,33,770,Diesel,73,167.69
E,7,10,26,740,Regular,3866,263.92
E,4,14,30,740,Diesel,3866,1128.12
F,6,6,30,750,Diesel,27000,2631.73
D,7,8,26,730,Regular,1127,89.03
E,6,0,47,770,Diesel,3430,3715.61
A,4,17,42,748,Regular,48,1128.12
D,4,4,53,770,Regular,511,410.62
C,6,11,24,735,Diesel,149,403.4
A,9,9,23,735,Regular,16,1461.34
A,9,9,23,714,Regular,16,423.01
E,6,3,26,698,Diesel,3866,1015.35
C,4,3,71,770,Regular,163,1128.12
C,4,12,52,770,Regular,196,508.49
A,7,10,44,770,Diesel,23,2465.44
A,6,14,39,768,Regular,48,1128.12
B,8,15,28,702,Diesel,74,1128.12
C,5,1,48,770,Regular,135,8348.92
B,4,12,21,730,Diesel,59,1128.12
D,8,10,23,725,Regular,1052,2080.35
D,7,21,75,708,Regular,1323,1128.12
D,7,7,53,770,Diesel,1323,766.05
B,5,10,49,744,Diesel,63,1128.12
B,6,11,53,770,Diesel,60,507.35
D,5,4,30,763,Diesel,905,478.99
D,8,0,30,763,Diesel,905,1128.12
C,5,1,46,770,Diesel,104,382.13
D,8,11,27,756,Regular,1064,76.17
C,6,11,40,744,Regular,286,1128.12
D,6,9,56,770,Regular,623,579.7
C,5,1,22,720,Diesel,493,1128.12
D,7,14,52,720,Regular,1064,87.33
E,6,9,19,720,Diesel,3368,427.65
A,4,11,39,770,Diesel,32,352.06
A,6,3,39,729,Diesel,32,1128.12
B,7,29,52,760,Regular,73,1409.82
F,4,5,27,745,Regular,27000,1128.12
C,4,1,31,757,Diesel,146,6053.65
E,4,26,66,758,Regular,6681,1128.12
B,7,3,46,770,Regular,87,1128.12
A,7,1,39,770,Diesel,32,1128.12
A,4,9,52,770,Diesel,45,1128.12
C,5,10,19,770,Regular,286,71.11
C,4,11,21,708,Diesel,493,1128.12
E,7,12,25,720,Regular,3368,253.11
F,7,15,69,770,Regular,27000,56.98
F,7,15,69,770,Regular,27000,564.06
A,13,1,29,727,Regular,12,1128.12
A,6,6,27,725,Diesel,25,812.95
E,7,9,23,708,Regular,4087,195.18
A,4,17,49,695,Regular,38,1128.12
D,6,7,48,720,Diesel,1508,1200.5
D,6,15,43,770,Diesel,649,1128.12
D,4,19,30,724,Regular,649,1128.12
B,6,10,53,770,Diesel,50,1356.79
D,5,12,29,740,Diesel,1535,82.23
D,7,8,49,770,Diesel,675,1681.34
F,4,1,35,770,Regular,27000,131.59
E,7,6,49,770,Regular,4939,5086.8
E,8,12,47,748,Regular,5628,1128.12
E,8,12,47,730,Regular,5628,201.6
E,11,9,59,758,Regular,3055,2652.61
D,5,10,87,756,Regular,1005,1128.12
D,9,12,34,766,Regular,1957,904.17
F,6,16,56,770,Regular,27000,1055.38
F,13,2,53,770,Regular,12374,1128.12
E,7,4,60,751,Regular,9422,1128.12
F,7,10,33,740,Regular,17140,1128.12
F,10,2,57,770,Regular,27000,578.77
F,15,8,61,762,Regular,27000,712.96
C,7,1,46,762,Diesel,110,1128.12
E,6,1,40,770,Diesel,7403,1067.17
E,4,11,29,758,Regular,2311,2652.49
F,5,11,55,723,Regular,27000,1128.12
E,14,1,37,770,Regular,5376,407.715
E,14,1,37,770,Regular,5376,468.11
F,5,1,46,770,Regular,27000,409.15
E,6,4,42,741,Regular,2887,1128.12
A,6,5,48,762,Diesel,44,74.39
C,6,10,36,770,Diesel,175,1128.12
C,4,13,35,766,Regular,175,2652.61
D,4,11,53,769,Diesel,745,1196.49
D,4,13,38,758,Regular,745,1362.9
D,9,9,42,756,Regular,745,6530.45
D,6,3,42,770,Diesel,1217,642.29
E,6,12,39,766,Diesel,3946,1128.12
E,6,4,27,752,Diesel,3233,777.785
E,6,4,27,752,Diesel,3233,564.06
A,7,4,39,770,Diesel,18,2386.66
D,4,6,23,730,Regular,745,1128.12
D,4,7,32,735,Regular,745,328.06
D,6,7,25,720,Diesel,745,692.75
C,4,5,48,720,Regular,182,1128.12
D,10,10,45,749,Diesel,745,1128.12
D,5,17,50,770,Regular,745,1128.12
E,9,16,62,770,Regular,3946,1128.12
D,4,11,29,756,Diesel,1719,668.61
C,5,10,55,762,Diesel,131,1128.12
D,4,10,50,730,Regular,1422,1128.12
C,11,9,35,762,Regular,171,1128.12
C,9,9,21,735,Regular,298,132.28
C,5,12,43,720,Regular,298,1128.12
C,10,8,34,766,Regular,298,1253.08
D,4,7,23,702,Regular,942,1128.12
D,5,8,27,720,Diesel,891,1128.12
C,6,8,43,758,Diesel,298,1128.12
B,6,4,30,756,Diesel,68,564.54
B,6,4,30,760,Diesel,68,647.33
C,6,3,26,744,Diesel,467,1128.12
C,5,5,28,760,Regular,163,2071.37
D,7,10,30,702,Regular,857,1128.12
C,5,11,37,770,Diesel,298,1128
C,7,9,20,695,Regular,298,1128.12
C,4,15,43,763,Regular,363,2652.61
C,7,3,52,770,Diesel,402,1128.12
B,6,11,21,720,Regular,65,1128.12
A,7,14,74,714,Diesel,43,1128.12
C,5,6,20,725,Diesel,256,4023.06
C,6,5,23,748,Diesel,298,853.21
A,6,6,22,714,Diesel,21,1636.81
D,7,13,42,749,Regular,570,220.68
C,7,2,51,770,Diesel,122,1741.18
A,4,10,42,751,Regular,49,564.06
C,6,7,31,740,Diesel,155,1128.12
C,5,1,58,753,Diesel,283,2423.09
B,6,2,42,770,Regular,65,780.12
B,6,13,25,714,Diesel,58,453.58
D,5,5,65,770,Regular,1284,1206.52
D,6,3,27,720,Regular,673,4224.35
D,7,13,32,708,Regular,1284,1128.12
B,7,9,56,770,Regular,93,1128.12
D,7,11,32,770,Regular,1284,388.89
D,5,3,30,624,Regular,1284,39.2
D,5,3,30,624,Regular,1284,876.225
C,6,6,61,758,Diesel,204,1128.12
D,5,6,23,725,Diesel,1284,1128.12
D,5,13,56,770,Diesel,1284,1031.21
D,10,11,37,770,Regular,1284,1128.12
D,4,13,58,770,Regular,1219,360.43
D,11,10,47,763,Regular,644,1128.12
C,7,12,60,592,Regular,300,1128.12
B,6,7,50,770,Diesel,62,1128.12
A,6,12,24,730,Diesel,44,508.62
B,6,5,29,744,Diesel,65,75.92
A,6,6,23,770,Diesel,48,1128.12
D,6,2,40,770,Regular,644,1128.12
B,6,11,26,752,Diesel,65,963.42
B,8,2,26,744,Diesel,65,564.06
B,7,4,28,720,Regular,59,1128.12
D,7,4,53,770,Diesel,644,3154.62
E,9,9,48,770,Regular,4348,67.46
D,5,6,39,756,Regular,644,1128.12
D,13,9,28,744,Regular,644,3396.56
D,5,6,25,725,Diesel,644,74.38
D,7,4,28,760,Diesel,644,369.42
A,4,11,30,730,Regular,12,238.655
A,4,11,30,730,Regular,12,564.06
B,7,5,25,744,Diesel,94,2615.9
D,6,6,22,740,Diesel,644,4022.95
E,6,7,27,752,Diesel,4087,568.83
C,8,11,37,770,Diesel,285,1128.12
C,4,10,57,760,Regular,171,173.53
A,7,4,37,769,Diesel,28,1128.12
C,6,3,24,746,Regular,262,1128.12
E,6,15,54,730,Regular,3021,1128.12
D,11,6,42,768,Regular,747,489.28
C,13,5,27,763,Diesel,285,1128.12
B,5,8,58,770,Regular,94,1243.6
C,6,2,66,756,Diesel,229,1128.12
F,6,9,44,770,Regular,14368,283.22
C,8,11,48,770,Regular,229,1128.12
C,9,4,36,725,Regular,229,1218.4
C,7,2,61,770,Regular,229,81.78
B,7,6,31,763,Diesel,85,1232.83
D,4,10,24,708,Regular,1054,1128.12
B,7,13,52,770,Regular,96,925.07
A,6,2,36,770,Diesel,3,3121.15
C,5,17,41,748,Regular,399,16.56
A,6,5,49,738,Regular,48,1128.12
A,4,1,54,770,Regular,8,167.37
E,6,4,36,770,Diesel,3866,74.51
C,4,7,64,770,Regular,399,1261.33
C,6,14,48,770,Regular,111,945.23
A,10,5,25,756,Regular,22,317.76
D,6,4,36,766,Diesel,949,903.3
A,5,4,23,702,Diesel,18,1128.12
D,6,6,34,735,Diesel,1314,501.09
D,8,8,49,748,Diesel,1314,897.03
D,6,12,67,770,Diesel,1314,1128.12
D,6,6,62,770,Diesel,1314,670.15
D,4,18,29,695,Regular,1314,2122.31
E,4,12,32,725,Regular,3465,149.31
D,5,4,19,725,Regular,1314,1128.12
D,9,9,26,752,Regular,949,1128.12
D,9,9,46,740,Regular,514,1128.12
D,6,6,50,770,Diesel,949,3812.15
D,6,2,51,770,Diesel,949,2877.34
D,10,17,49,735,Diesel,1314,564.06
D,6,9,23,695,Diesel,949,1118.71
D,5,3,62,770,Diesel,1314,3552.06
D,6,7,57,742,Diesel,949,740.65
C,6,1,67,770,Diesel,387,1128.12
C,4,13,60,695,Regular,322,1128.12
D,5,9,43,770,Diesel,1314,469.05
D,4,11,50,766,Diesel,1314,1128.12
D,6,2,27,765,Diesel,949,1206.06
D,9,3,30,720,Regular,1314,1128.12
B,6,3,55,751,Diesel,55,3828.89
D,6,1,63,752,Regular,949,1128.12
D,9,8,50,744,Regular,1314,290.59
A,7,8,34,770,Diesel,23,405.11
C,4,8,63,758,Regular,259,1128.12
A,6,8,54,770,Regular,15,1159.74
E,7,3,57,770,Regular,8023,187.31
E,6,14,29,720,Regular,2767,1128.12
A,7,4,55,770,Diesel,9,1128.12
A,5,6,58,720,Diesel,29,1128.12
D,5,10,60,770,Diesel,741,1128.12
D,10,11,47,758,Diesel,741,1128.12
D,7,7,49,770,Regular,741,1234.4
D,6,13,24,730,Regular,741,479.7
B,6,13,20,725,Diesel,56,2250.06
D,8,12,33,740,Diesel,741,1128.12
D,7,18,23,770,Regular,741,1128.12
C,7,10,46,735,Regular,270,1128.12
A,4,10,40,770,Regular,31,130.14
E,11,0,51,744,Diesel,8455,9909.19
E,5,8,45,748,Regular,8455,245.81
D,7,5,53,720,Diesel,516,67.46
D,5,8,24,720,Diesel,1426,1128.12
E,6,11,34,725,Diesel,8455,1128.12
D,7,5,37,730,Diesel,1541,564.06
E,5,7,36,770,Regular,2074,626.6
E,7,13,46,758,Regular,3859,10057
E,5,1,23,695,Regular,4172,1571.64
E,7,2,71,770,Regular,3317,88.42
C,6,5,60,770,Regular,138,70.2
D,11,4,45,770,Regular,905,72.93
E,7,12,60,770,Diesel,9307,1128.12
E,10,3,99,770,Regular,9307,474.82
E,5,8,31,749,Diesel,5723,1128.12
E,5,0,34,753,Diesel,9307,1128.12
E,8,6,34,750,Diesel,9307,637.34
C,7,17,29,735,Regular,279,1128.12
A,6,10,40,753,Regular,16,1128.12
A,5,16,40,753,Diesel,16,1191.52
D,7,5,55,770,Regular,1384,1128.12
E,6,3,79,770,Regular,2131,1128.12
E,4,15,37,720,Diesel,9307,2886.46
C,7,4,42,770,Diesel,252,1430.73
E,6,3,48,770,Diesel,9307,456.74
E,7,13,50,770,Regular,9307,1128.12
E,5,6,65,770,Diesel,2897,1128.12
E,13,22,47,740,Diesel,9307,1128.12
D,7,0,41,770,Regular,755,1128.12
E,5,14,45,770,Regular,9307,1128.12
D,4,7,51,744,Regular,738,284.7
E,4,14,69,754,Regular,9307,1128.12
D,7,13,54,757,Regular,680,564.06
D,7,13,54,757,Regular,680,507.7
E,6,2,34,760,Regular,3657,1128.12
C,11,3,48,770,Regular,144,1210.5
D,11,1,53,735,Regular,1809,1128.12
E,7,8,31,770,Diesel,8549,1128.12
D,6,12,50,770,Diesel,1381,499.2
E,5,9,35,748,Regular,8549,418.68
E,12,20,61,770,Regular,3946,1347.58
E,6,4,31,714,Diesel,9307,4861.61
E,7,11,45,732,Diesel,3657,1128.12
C,9,13,22,702,Regular,404,564.06
C,9,13,22,702,Regular,404,4232.125
C,7,8,22,708,Diesel,404,541.5
D,7,5,52,770,Regular,1818,1128.12
B,6,14,61,770,Diesel,83,1128.12
C,6,7,45,770,Diesel,212,845.29
C,5,2,41,770,Regular,178,1128.12
D,6,13,57,770,Regular,1501,1638.1
B,4,14,52,770,Diesel,69,1222.93
D,4,8,67,770,Regular,1601,206.34
C,6,16,21,708,Diesel,203,2425.45
D,7,10,85,768,Regular,1002,1128.12
D,6,6,41,770,Diesel,1601,1128.12
C,7,10,41,770,Diesel,129,1128.12
D,6,11,41,770,Regular,1601,4644.55
D,6,6,66,758,Diesel,586,1128.12
C,5,0,52,770,Diesel,129,236.54
B,9,7,48,770,Regular,72,1128.12
D,7,3,32,757,Regular,1343,1128.12
C,5,3,49,770,Regular,203,9.63
D,4,2,53,770,Regular,1601,338.38
C,6,5,30,764,Diesel,338,1128.12
C,5,2,25,708,Diesel,461,1128.12
C,4,8,43,770,Regular,152,202.78
D,7,12,43,770,Regular,1054,1128.12
C,9,23,48,758,Regular,243,64.72
A,6,13,47,770,Diesel,20,1128.12
C,6,13,49,770,Diesel,376,35.92
C,5,3,51,770,Diesel,111,6447.85
B,4,9,43,770,Diesel,76,1128.12
B,10,2,79,756,Regular,71,1128.12
A,7,7,29,760,Diesel,43,1128.12
D,7,17,63,748,Regular,1054,2145.65
D,9,6,22,730,Regular,1054,114.54
A,5,22,20,725,Regular,40,1128.12
C,5,26,34,720,Regular,128,1128.12
C,4,12,34,695,Regular,128,1128.12
C,4,12,34,695,Regular,128,2030.28
C,5,4,55,762,Regular,376,1128.12
A,5,16,70,765,Regular,25,1128.12
B,6,3,23,723,Diesel,50,1128.12
A,12,8,54,770,Diesel,19,873.26
A,6,2,63,758,Diesel,15,1128.12
B,5,5,26,702,Regular,82,1128.12
A,8,10,99,758,Diesel,27,1128.12
A,6,8,30,748,Regular,26,72.56
D,6,2,27,745,Diesel,741,3695.26
A,6,1,52,770,Diesel,48,1128.12
C,6,4,56,770,Diesel,149,1128.12
A,4,11,56,770,Diesel,26,1128.12
B,6,11,32,725,Diesel,96,36.94
C,6,13,56,770,Diesel,149,1184.92
A,10,12,29,720,Regular,18,1128.12
A,7,0,53,770,Regular,44,5.89
D,4,12,33,766,Regular,779,38.29
D,4,12,33,766,Regular,779,211.455
D,8,12,35,770,Diesel,1381,3601.01
D,7,8,44,760,Diesel,1381,1128.12
E,6,17,38,744,Regular,3946,1052.67
C,6,1,32,762,Diesel,277,82.05
D,6,5,49,770,Diesel,1488,1128.12
C,5,3,28,737,Diesel,226,1128.12
F,6,5,29,744,Regular,27000,1128.12
E,7,6,35,770,Diesel,9307,171.47
C,6,9,32,770,Diesel,120,38.78
E,5,15,28,730,Regular,8549,564.06
E,5,15,28,730,Regular,8549,564.06
E,4,7,46,752,Regular,2131,1128.12
F,8,3,26,744,Diesel,27000,1577.95
F,4,3,51,770,Regular,27000,1128.12
D,10,14,38,745,Diesel,831,1128.12
D,6,10,21,725,Regular,1265,769.11
C,10,5,46,756,Diesel,119,5459.92
D,7,12,20,702,Regular,831,77.22
F,5,11,34,757,Diesel,27000,671.57
C,8,4,22,714,Diesel,107,27.12666667
C,8,4,22,714,Diesel,107,376.04
C,8,4,22,714,Diesel,107,391.3933333
E,4,10,43,760,Regular,3386,1128.12
C,6,1,21,708,Diesel,112,259
C,7,4,69,770,Regular,461,44.73
C,5,0,55,770,Regular,158,1128.12
E,6,6,47,770,Diesel,3386,4417.33
E,4,12,45,770,Diesel,3386,174.87
C,7,0,46,770,Regular,461,1536.55
C,5,1,76,770,Regular,461,1179.88
E,6,5,22,725,Regular,9850,564.06
C,6,4,34,748,Diesel,461,3758.11
D,5,6,55,770,Diesel,1244,157.85
D,6,5,45,770,Diesel,1192,4143.85
D,6,3,45,770,Regular,1165,4982.77
C,7,11,28,758,Regular,198,564.06
C,7,11,28,758,Regular,198,5223.195
A,5,1,28,752,Regular,29,378.31
D,4,12,19,695,Regular,1165,1503.02
C,5,5,37,770,Diesel,349,60.53
C,6,2,29,745,Diesel,249,1128.12
A,4,8,39,757,Diesel,45,1128.12
E,6,13,28,712,Regular,4128,1128.12
E,4,13,26,735,Regular,4128,1128.12
E,7,4,26,725,Regular,4128,1089.82
C,7,15,28,757,Regular,163,564.06
D,8,16,35,760,Regular,983,1128.12
C,7,10,36,770,Diesel,204,1045.58
E,7,5,38,730,Regular,2575,1128.12
B,6,1,36,747,Diesel,98,1128.12
D,11,6,65,770,Diesel,983,1220.25
C,12,4,49,768,Diesel,142,1128.12
D,8,16,42,770,Regular,1408,57.36
E,5,6,66,743,Regular,4128,1128.12
D,4,11,21,730,Regular,713,1128.12
E,4,10,43,753,Diesel,4128,564.06
E,4,10,43,753,Diesel,4128,36.465
E,11,14,43,757,Diesel,4128,61.13
D,6,7,50,760,Diesel,1604,1128.12
E,6,11,24,714,Diesel,4128,1128.12
E,7,12,28,720,Regular,4128,4350.57
C,9,16,47,758,Regular,484,1128.12
B,6,2,52,770,Diesel,96,3538.48
D,9,15,54,748,Regular,1408,506.2
A,4,4,49,744,Regular,44,714.87
C,5,2,77,758,Diesel,331,1668.95
D,10,15,50,743,Diesel,526,1128.12
E,5,3,24,673,Diesel,4128,1128.12
B,7,8,43,770,Diesel,58,78.15
E,7,5,99,762,Diesel,4128,1647.59
B,10,11,49,765,Diesel,86,30.37
D,4,9,68,756,Regular,851,1128.12
C,7,1,61,770,Diesel,117,439.6
D,7,5,70,770,Regular,568,1128.12
C,6,8,35,764,Diesel,197,1128.12
C,6,5,35,764,Diesel,197,1128.12
E,7,10,43,735,Diesel,4128,1128.12
C,6,14,54,758,Regular,126,1128.12
C,5,5,51,770,Diesel,194,1128.12
E,4,14,36,735,Regular,4128,1128.12
E,4,4,27,756,Regular,4128,1585.47
C,4,13,29,752,Regular,490,1128.12
E,10,11,40,735,Diesel,2575,4217.4
B,9,2,48,752,Diesel,51,1180.29
E,4,5,19,720,Regular,4128,1128.12
D,5,2,49,744,Diesel,1457,3750.12
E,7,9,22,740,Regular,4128,1128.12
C,7,5,23,744,Regular,167,564.06
C,7,5,23,744,Regular,167,247.29
E,5,0,49,738,Regular,4128,62.67
C,5,11,52,770,Regular,142,1548
D,5,10,22,725,Diesel,824,442.49
E,5,4,41,759,Diesel,9817,39.62
D,7,5,51,707,Diesel,1287,327.93
D,7,5,51,707,Diesel,1287,695.215
A,6,4,50,752,Diesel,19,1114.47
E,6,5,28,740,Regular,4218,75.57
D,5,6,27,760,Diesel,1443,203.17
D,7,11,25,720,Regular,1329,36.47
D,6,14,44,730,Regular,1658,1128.12
D,4,17,73,766,Regular,1443,212.32
D,4,17,73,766,Regular,1443,1326.305
D,5,7,28,748,Regular,1329,1232.96
E,6,2,57,770,Regular,2190,3268.86
E,7,12,34,744,Regular,4792,75.48
D,6,2,20,730,Regular,564,1128.12
D,4,1,49,770,Regular,1329,95.72
D,5,12,46,748,Regular,1329,1128.12
D,6,2,53,724,Regular,1443,1128.12
E,6,13,39,744,Regular,3856,1128.12
C,6,10,25,702,Regular,115,8340.47
C,8,13,48,758,Diesel,101,1128.12
C,7,4,43,752,Regular,192,1206.3
A,7,1,30,737,Diesel,28,142.19
C,8,17,46,735,Regular,488,1725.1
C,7,8,21,702,Regular,144,1128.12
C,4,6,32,770,Regular,213,1128.12
D,8,7,29,725,Diesel,1329,1781.87
D,4,12,29,673,Regular,1329,1177.37
E,5,12,22,702,Diesel,2411,1128.12
D,8,10,42,770,Regular,1329,665.25
D,7,2,48,770,Diesel,755,3757.11
C,4,8,28,759,Regular,109,1890.37
C,8,11,41,758,Diesel,405,1128.12
A,7,12,47,735,Diesel,49,1533.33
D,6,7,52,743,Diesel,1313,75.31
C,9,6,37,770,Diesel,405,564.06
C,6,3,38,770,Diesel,405,1128.12
A,10,13,52,770,Diesel,13,1128.12
D,6,3,44,770,Regular,883,594.87
D,4,9,42,770,Regular,1054,957.44
C,5,1,28,740,Regular,405,4980.99
C,6,7,53,770,Diesel,405,1128.12
A,6,9,30,730,Regular,49,1128.12
A,7,16,52,770,Diesel,17,4329.55
A,7,11,23,672,Diesel,44,1128.12
B,10,10,46,770,Diesel,88,1993.43
B,9,7,38,770,Diesel,57,506.67
A,10,2,60,770,Regular,12,215.51
A,6,9,21,730,Diesel,10,2240.56
A,5,17,21,730,Regular,13,90.43
C,7,4,22,708,Diesel,405,1293.51
E,10,14,41,754,Diesel,4762,170.06
A,10,9,37,770,Diesel,13,73.3
C,7,6,49,770,Regular,405,1128.12
C,7,10,39,756,Diesel,405,10838.54
E,4,2,25,720,Regular,2569,1813.74
A,6,2,64,770,Diesel,19,486.67
B,7,14,35,725,Diesel,91,1128.12
C,7,8,32,760,Regular,405,3833.75
B,5,2,26,748,Regular,88,286.7
C,8,10,36,760,Diesel,133,1160.58
A,4,10,26,756,Regular,24,460.03
C,6,7,38,758,Diesel,405,197.84
A,7,6,37,761,Diesel,21,1128.12
C,7,21,54,770,Regular,405,1128.12
B,7,21,58,770,Regular,57,439.82
C,7,12,20,695,Regular,405,1128.12
A,6,1,42,770,Diesel,23,4599.79
A,9,20,34,749,Regular,24,1128.12
D,4,12,19,720,Regular,1313,1211.59
C,6,11,19,720,Diesel,405,546.4
C,7,5,40,770,Diesel,186,1128.12
C,5,15,44,770,Regular,298,75.32
C,5,1,51,770,Diesel,405,1296.69
C,8,17,22,720,Regular,405,1128.12
B,6,12,21,720,Regular,64,2210.8
C,7,18,41,751,Regular,405,1128.12
C,8,17,28,740,Regular,405,1211.8
C,5,4,25,720,Regular,405,2176.81
C,7,12,52,770,Regular,405,1135.58
C,6,7,52,770,Diesel,405,1128.12
A,4,17,28,695,Regular,30,1128.12
A,6,10,68,770,Diesel,30,1128.12
C,7,19,51,770,Diesel,101,341.6
C,6,4,79,765,Diesel,182,2356.72
C,7,3,27,725,Diesel,186,1128.12
B,6,3,40,724,Diesel,59,1190.77
A,8,15,65,770,Regular,44,1128.12
B,7,9,54,770,Diesel,78,75.94
B,6,12,42,770,Regular,91,722.73
A,4,6,79,759,Regular,44,1128.12
A,7,10,32,752,Regular,15,1128.12
A,10,10,32,752,Diesel,15,693.32
A,4,4,46,770,Diesel,29,282.03
A,4,4,46,770,Diesel,29,282.03
A,4,4,46,770,Diesel,29,546.915
A,4,4,46,770,Diesel,29,109.635
A,7,13,52,760,Regular,30,1128.12
A,5,7,51,770,Regular,29,984.61
B,7,13,50,770,Regular,50,74.82
A,6,3,26,695,Diesel,37,1128.12
D,5,15,38,735,Regular,1313,1128.12
D,4,20,38,735,Regular,1313,2175.83
A,7,8,29,749,Regular,39,1625.56
A,5,0,21,708,Regular,42,4573.47
B,5,1,24,744,Diesel,91,1057.93
E,8,19,71,770,Regular,2925,1128.12
B,7,14,28,749,Diesel,91,1115.9
B,4,4,62,770,Regular,50,91.16
A,4,6,48,762,Regular,42,780.26
B,7,5,26,756,Regular,91,1128.12
C,8,4,22,708,Diesel,101,1526.44
D,5,4,45,770,Diesel,741,3018.49
B,6,4,21,714,Regular,71,1689.17
F,5,4,24,720,Regular,27000,1156.66
C,7,7,76,770,Regular,252,1732.92
A,6,2,26,740,Diesel,44,6880.06
B,6,0,29,744,Diesel,91,1524.49
A,7,6,55,724,Diesel,46,282.03
A,7,6,55,724,Diesel,46,564.06
C,5,14,43,745,Regular,252,2813.77
C,5,15,43,745,Regular,252,1128.12
C,10,10,26,725,Diesel,208,1128.12
A,4,5,29,770,Diesel,40,701.96
C,5,16,52,770,Regular,252,4177.1
F,5,2,30,763,Regular,15703,3192.28
C,4,15,56,770,Regular,252,2255.18
A,5,2,47,770,Diesel,29,1667.37
C,7,7,20,695,Regular,148,1128.12
D,6,5,67,767,Diesel,904,685.77
A,4,14,40,748,Regular,18,1826.43
C,5,3,53,770,Diesel,161,1128.12
E,6,6,29,740,Diesel,3859,481.68
D,6,7,46,766,Diesel,1521,106.48
E,5,12,48,765,Regular,3859,462.01
E,6,5,32,765,Diesel,8455,10.23
E,7,9,69,758,Regular,4172,1128.12
E,7,4,30,757,Regular,3457,1128.12
E,6,11,56,770,Diesel,8455,2071.27
D,4,2,48,760,Regular,1521,1182.79
D,5,3,27,756,Diesel,773,5030.82
D,7,11,51,762,Regular,1521,224.01
D,7,2,46,770,Diesel,1521,278.16
C,4,10,38,756,Regular,306,1128.12
E,7,3,32,758,Diesel,3859,3559.23
E,7,2,44,761,Regular,8455,1128.12
B,7,2,52,770,Regular,99,461.04
E,5,15,43,770,Regular,3457,1128.12
E,8,2,33,702,Diesel,4172,1128.12
D,7,8,35,770,Regular,1426,72.93
D,6,2,51,770,Diesel,731,1852.38
F,8,11,45,730,Regular,27000,42.16
F,7,11,70,770,Regular,27000,7154.23
F,6,5,51,770,Diesel,27000,1128.12
D,11,0,29,740,Diesel,1321,3120.51
F,5,6,65,664,Regular,27000,1128.12
F,7,10,38,752,Regular,12750,270.51
E,9,13,40,748,Diesel,4925,1128.12
C,4,13,32,735,Regular,405,1128.12
D,7,6,31,768,Diesel,1313,75.32
B,6,2,53,765,Diesel,78,1662.03
C,5,3,50,708,Regular,222,1128.12
E,5,6,40,770,Diesel,2906,1128.12
A,6,5,58,758,Diesel,24,190.03
C,7,3,34,770,Regular,182,1090.1
C,6,7,47,770,Diesel,101,887.75
C,6,3,47,765,Diesel,101,75.32
B,6,9,36,769,Regular,84,1228.3
A,7,6,76,770,Diesel,45,1128.12
C,7,9,34,770,Diesel,155,196.18
D,9,15,23,730,Regular,1313,1858.81
A,4,9,26,740,Regular,26,75.32
E,5,16,23,730,Regular,3075,1128.12
C,9,1,45,770,Diesel,298,119.83
C,9,1,45,770,Diesel,298,855.21
A,7,18,27,752,Regular,32,621.51
A,6,13,79,743,Regular,32,1128.12
B,4,14,31,758,Diesel,78,75.32
C,6,6,50,764,Diesel,155,564.06
D,6,9,43,770,Regular,1313,759.01
D,4,3,26,725,Regular,563,1128.12
C,7,14,25,720,Regular,203,3771.43
C,10,10,32,725,Diesel,298,1405.28
D,7,16,43,758,Regular,1313,1128.12
C,7,6,62,770,Diesel,261,1128.12
D,8,8,39,748,Diesel,747,1128.12
C,6,8,27,748,Diesel,229,1666.22
D,6,10,64,770,Regular,634,2358.51
D,4,4,43,770,Regular,1237,101.45
B,5,12,37,770,Diesel,58,312.51
B,5,12,37,770,Diesel,58,321.17
C,5,6,27,708,Regular,473,1128.12
C,10,7,30,721,Regular,473,3105.74
C,10,2,65,748,Regular,473,1128.12
C,5,3,22,730,Diesel,473,564.06
C,5,3,22,730,Diesel,473,564.06
C,7,5,53,761,Diesel,125,1128.12
C,10,11,54,762,Regular,473,1128.12
C,5,10,54,743,Diesel,473,1128.12
C,7,3,45,770,Diesel,473,1128.12
C,10,10,27,730,Diesel,190,1128.12
C,6,6,41,770,Regular,101,1128.12
C,6,6,57,770,Diesel,473,13809.51
D,4,2,54,747,Regular,634,564.06
D,4,2,54,747,Regular,634,572.77
C,10,11,33,762,Regular,473,115.32
C,5,1,55,770,Regular,125,2347.89
D,8,11,54,770,Diesel,1457,583.75
E,6,8,99,763,Diesel,3021,1128.12
C,4,1,28,767,Regular,473,564.06
B,5,1,47,765,Regular,97,627.47
C,7,17,28,730,Regular,315,1128.12
C,7,12,30,760,Regular,112,517.93
C,6,7,45,770,Diesel,473,910.76
A,7,17,40,770,Diesel,13,1128.12
A,6,3,64,770,Diesel,13,124.66
C,4,8,24,708,Regular,182,1128.12
A,7,3,52,770,Diesel,14,1128.12
C,7,12,23,714,Diesel,182,2159.06
A,7,13,60,770,Regular,11,1128.12
A,6,12,41,770,Regular,27,1128.12
C,5,2,60,766,Diesel,182,1046.72
C,6,15,31,760,Diesel,182,1559.32
C,4,6,46,770,Regular,182,906.81
B,4,16,45,762,Regular,57,564.06
B,4,16,45,762,Regular,57,564.06
A,9,14,29,744,Regular,15,294.64
