Gender,HP,Credit,Years,Marital,Vehicle,Miles,Family,Accident
F,223,374,1,Married,Car,28202,6,No
F,129,781,27,Married,Truck,7579,6,No
F,129,749,33,Single,Car,13960,4,No
F,596,726,21,Married,Truck,21251,1,No
M,129,679,12,Married,Van,6284,5,No
M,144,687,36,Married,Truck,7503,1,No
M,440,583,3,Single,Utility,11891,2,No
F,86,735,33,Married,Car,9398,2,No
F,147,789,10,Married,Car,8401,8,No
M,106,810,28,Single,Utility,6785,5,No
F,252,686,5,Single,Truck,14544,7,No
F,603,594,2,Married,Truck,6574,1,No
M,633,664,1,Married,Van,10706,1,No
F,92,724,21,Married,Car,10369,2,No
F,140,782,17,Married,Car,18385,4,No
F,108,673,10,Married,Car,5095,6,No
F,172,709,5,Single,Van,13123,1,No
F,106,716,33,Married,Car,13260,8,No
M,260,664,3,Married,Car,10839,1,No
M,262,704,1,Married,Car,20311,2,No
M,113,672,18,Married,Van,11362,3,No
M,131,701,6,Single,Utility,8633,6,No
M,422,732,5,Married,Car,10649,8,No
F,132,775,5,Married,Truck,8664,2,No
M,326,613,2,Married,Car,64216,3,No
F,151,694,9,Married,Car,32648,2,No
M,107,744,21,Married,Van,10126,1,No
F,120,661,8,Single,Van,81184,5,No
M,115,650,6,Married,Truck,16343,5,No
F,255,574,2,Married,Car,57455,2,No
F,137,783,14,Single,Car,12563,8,No
M,339,694,2,Single,Car,14194,6,No
F,135,674,1,Married,Truck,19150,2,No
F,86,795,4,Married,Car,24907,1,No
F,283,692,6,Married,Car,94532,2,No
F,117,720,24,Married,Car,14142,1,No
M,129,675,18,Married,Van,6918,3,No
M,98,683,36,Married,Van,10581,4,No
M,140,786,9,Married,Utility,8014,5,No
M,114,725,5,Married,Car,71603,6,No
F,92,671,12,Married,Car,9910,8,No
M,149,699,6,Married,Van,52845,1,No
M,84,756,33,Married,Van,13013,6,No
M,119,721,5,Single,Car,10645,3,No
F,261,636,7,Single,Truck,10884,5,No
F,91,780,7,Married,Truck,5543,4,No
F,80,797,12,Married,Truck,23654,2,No
F,282,613,5,Single,Truck,10699,2,No
M,177,678,8,Married,Truck,14410,5,No
M,461,676,5,Married,Car,13745,6,No
M,80,757,9,Married,Van,8305,1,No
M,132,760,9,Single,Utility,10304,2,No
F,107,681,19,Married,Truck,7164,6,No
F,156,776,10,Married,Truck,13201,6,No
M,109,674,9,Married,Van,53763,3,No
F,101,683,16,Married,Car,7300,2,No
M,282,327,4,Married,Car,14254,7,No
M,89,762,18,Married,Van,10383,6,No
F,135,769,11,Married,Car,24736,7,No
F,135,705,15,Married,Truck,11510,8,No
F,109,740,11,Married,Car,19786,3,No
M,106,692,13,Married,Utility,14090,5,No
M,155,774,18,Married,Van,6018,3,No
M,123,771,5,Married,Van,5739,5,No
F,88,670,18,Married,Truck,13037,6,No
M,80,684,23,Single,Utility,10241,6,No
M,212,722,2,Single,Utility,11647,6,No
M,133,801,14,Single,Utility,7696,6,No
F,92,794,5,Married,Truck,14623,8,No
M,141,786,24,Married,Van,8567,2,No
F,396,587,7,Single,Utility,19660,1,No
M,153,682,20,Married,Van,10680,5,No
M,94,850,14,Single,Utility,13343,1,No
M,347,639,1,Married,Car,79475,8,No
F,139,777,10,Single,Car,10604,3,No
F,141,732,17,Married,Car,13270,5,No
F,121,712,16,Married,Car,10683,6,No
M,130,676,35,Married,Van,9996,1,No
F,222,739,8,Single,Truck,13626,7,No
F,141,755,22,Married,Truck,19157,5,No
F,131,705,17,Married,Truck,5423,7,No
F,138,772,15,Married,Truck,18459,6,No
F,143,740,20,Married,Car,9132,5,No
F,150,690,10,Married,Truck,5902,2,No
M,126,786,17,Married,Van,8590,6,No
M,126,723,19,Married,Truck,10779,6,No
M,151,676,10,Married,Van,6237,4,No
M,82,677,12,Married,Van,39731,7,No
M,116,744,24,Single,Utility,12566,4,No
F,105,675,9,Married,Car,7581,2,No
M,192,517,1,Married,Van,51967,1,No
M,134,702,15,Married,Truck,10020,6,No
F,319,622,6,Single,Truck,11283,5,No
M,144,837,4,Single,Utility,12722,1,No
F,158,689,14,Married,Truck,11792,3,No
M,113,777,10,Married,Van,7391,3,No
M,222,711,8,Married,Van,59712,4,No
M,113,665,3,Single,Car,78165,7,No
M,100,782,18,Married,Van,11518,4,No
M,147,730,5,Single,Car,10784,5,No
F,138,699,13,Married,Car,14225,8,No
M,124,798,17,Married,Truck,14977,2,No
M,280,690,4,Married,Truck,81507,2,No
M,131,672,28,Married,Truck,7267,5,No
F,146,759,7,Married,Car,23857,8,No
F,458,714,7,Single,Truck,11679,3,No
M,128,683,13,Married,Truck,12364,4,No
M,121,688,18,Married,Van,11434,7,No
F,118,799,40,Married,Car,8818,3,No
M,104,677,13,Married,Van,8103,8,No
M,321,609,5,Married,Car,14954,1,No
F,88,719,12,Single,Car,93837,1,No
M,98,759,5,Married,Van,8009,5,No
F,91,678,5,Single,Van,11519,6,No
M,150,716,16,Single,Utility,13643,3,No
M,84,701,12,Married,Van,93350,5,No
F,121,787,12,Married,Truck,7989,2,No
M,323,403,5,Married,Car,12917,3,No
M,140,784,13,Married,Van,6290,2,No
F,431,736,23,Married,Car,20656,4,No
M,178,317,6,Married,Truck,11815,3,No
M,104,806,2,Single,Car,14028,6,No
M,93,768,3,Married,Van,12715,5,No
M,88,771,20,Married,Van,5096,5,No
M,159,670,13,Married,Truck,6935,8,No
M,198,631,6,Married,Truck,11739,5,No
M,99,731,33,Married,Van,12296,4,No
F,228,524,4,Married,Car,69819,5,No
F,81,440,6,Married,Car,88607,3,No
M,141,783,5,Married,Truck,12397,2,No
F,433,609,8,Single,Truck,12002,3,No
M,414,352,2,Married,Car,11684,4,No
F,150,739,21,Single,Car,13762,7,No
M,156,675,22,Married,Utility,8555,1,No
M,90,683,19,Married,Van,13112,7,No
M,259,720,4,Married,Van,42807,6,No
F,169,563,5,Single,Van,11583,3,No
F,479,646,8,Single,Truck,11357,7,No
M,95,792,23,Single,Utility,8759,2,No
F,84,778,19,Married,Car,8591,1,No
F,146,759,21,Married,Truck,8120,4,No
M,93,681,14,Married,Van,13318,7,No
M,105,796,18,Married,Van,8630,8,No
M,143,697,11,Single,Utility,14199,4,No
M,102,769,14,Married,Utility,13044,5,No
M,103,701,30,Married,Van,9041,7,No
M,97,701,13,Single,Utility,11275,6,No
F,587,682,24,Married,Car,15753,4,No
F,597,730,28,Married,Car,21281,8,No
M,90,716,21,Married,Van,14783,5,No
M,81,715,19,Married,Van,6086,2,No
F,113,714,13,Single,Car,5207,1,No
M,96,748,14,Married,Van,12824,6,No
F,121,770,16,Married,Truck,7265,1,No
M,88,680,33,Married,Van,8735,2,No
F,265,719,7,Married,Truck,50229,6,No
M,697,777,8,Married,Truck,10192,5,No
M,129,637,2,Single,Car,53644,6,No
F,116,772,16,Married,Car,23702,7,No
F,193,376,7,Single,Van,11702,8,No
F,118,688,17,Married,Truck,10931,6,No
M,151,719,31,Married,Utility,14998,2,No
M,93,743,24,Single,Utility,11759,6,No
F,493,682,8,Single,Truck,14211,2,No
M,115,682,9,Married,Van,11116,3,No
M,86,688,25,Single,Utility,11908,6,No
F,144,761,2,Married,Car,17088,1,No
M,122,744,20,Married,Utility,9124,4,No
M,258,602,1,Single,Car,57018,3,No
M,134,737,23,Married,Truck,10239,6,No
M,129,758,37,Married,Van,5670,2,No
M,136,674,13,Married,Van,13983,1,No
F,232,417,8,Single,Truck,12554,8,No
F,135,739,9,Married,Truck,80841,3,No
M,113,797,15,Married,Van,5355,4,No
F,120,756,5,Married,Car,8925,3,No
F,152,710,15,Single,Car,14687,3,No
F,517,717,5,Married,Car,16314,5,No
M,119,725,22,Married,Utility,12915,5,No
F,239,850,5,Single,Truck,17077,4,No
M,122,794,22,Married,Truck,6349,7,No
M,84,709,26,Married,Van,8366,3,No
F,443,628,6,Single,Truck,12789,1,No
F,152,684,20,Married,Car,23929,6,No
M,90,699,19,Married,Van,9615,8,No
M,110,688,13,Married,Car,6685,8,No
F,94,785,8,Married,Car,20539,4,No
F,106,789,18,Married,Car,16816,7,No
M,488,622,1,Married,Van,6481,3,No
M,170,730,3,Single,Car,14948,1,No
M,114,811,29,Single,Utility,10797,7,No
F,85,752,14,Married,Car,20679,8,No
M,83,760,11,Married,Van,12324,3,No
M,134,786,28,Married,Van,9567,1,No
F,435,515,6,Single,Truck,13403,7,No
F,114,728,21,Married,Truck,12756,5,No
M,139,749,17,Single,Utility,14451,8,No
F,91,742,20,Married,Car,20847,2,No
M,146,736,35,Married,Van,14638,8,No
M,92,791,22,Married,Truck,12336,3,No
F,140,686,25,Single,Car,7052,8,No
F,127,708,13,Married,Car,12687,4,No
M,278,605,4,Single,Car,12889,2,No
F,329,705,8,Single,Car,42295,4,No
F,139,702,23,Married,Truck,14815,1,No
F,81,684,15,Married,Car,13149,7,No
F,93,768,4,Married,Car,9670,8,No
M,156,786,10,Single,Utility,9225,3,No
F,247,567,3,Married,Car,78822,5,No
M,116,682,20,Single,Utility,11668,6,No
M,104,676,16,Married,Van,6630,7,No
M,109,672,18,Married,Van,10067,8,No
M,116,676,19,Married,Utility,14001,2,No
F,83,798,9,Married,Truck,8861,2,No
F,596,731,17,Married,Car,22293,7,No
M,104,748,15,Married,Van,13839,8,No
M,475,599,3,Single,Utility,10658,4,No
F,139,678,20,Single,Car,8015,3,No
F,89,679,24,Married,Car,6034,7,No
F,153,671,13,Married,Truck,10583,4,No
M,429,665,4,Married,Car,13246,4,No
M,427,473,4,Married,Car,18741,7,No
M,112,741,16,Married,Van,11706,6,No
M,140,705,40,Married,Van,6358,6,No
M,96,719,10,Married,Van,6106,2,No
F,154,777,17,Married,Truck,14770,4,No
M,91,820,30,Single,Utility,11344,3,No
F,100,762,21,Married,Car,10529,5,No
F,146,680,25,Married,Car,5492,6,No
F,154,679,21,Single,Car,10518,5,No
F,87,774,17,Married,Truck,6890,7,No
F,130,677,16,Married,Car,7971,5,No
M,157,744,27,Married,Truck,9033,6,No
F,124,688,16,Married,Truck,7923,3,No
F,82,729,13,Married,Car,76392,6,No
M,84,682,15,Married,Van,11687,2,No
F,100,688,38,Married,Truck,6226,6,No
M,108,751,16,Married,Van,13496,5,No
F,110,713,20,Married,Truck,5033,7,No
M,81,758,14,Single,Utility,7186,1,No
F,142,756,20,Married,Car,14733,3,No
F,90,724,29,Married,Truck,5759,2,No
F,217,702,5,Single,Truck,10778,6,No
F,88,730,16,Single,Car,5632,8,No
F,485,680,17,Married,Car,23978,2,No
M,93,740,16,Married,Van,11190,8,No
M,98,674,10,Married,Van,6392,8,No
M,120,771,23,Married,Van,7356,1,No
M,206,605,4,Single,Utility,14427,8,No
F,157,774,13,Married,Truck,10183,8,No
F,146,787,15,Married,Car,24074,5,No
F,301,588,7,Single,Truck,13877,7,No
M,116,737,22,Single,Utility,5401,4,No
F,113,687,22,Married,Truck,10911,8,No
M,99,688,18,Married,Utility,14049,8,No
M,125,790,21,Married,Utility,7436,5,No
F,339,590,7,Single,Utility,23134,7,No
M,104,800,21,Single,Utility,7209,1,No
M,212,614,4,Single,Utility,13792,3,No
M,99,712,9,Married,Utility,11151,4,No
M,112,776,16,Married,Van,11064,3,No
F,300,597,8,Single,Truck,15193,2,No
F,95,683,6,Married,Car,10138,2,No
F,105,697,19,Married,Car,12958,1,No
M,92,705,40,Single,Utility,13287,2,No
M,127,703,23,Single,Utility,12052,3,No
M,139,655,8,Married,Truck,29662,7,No
F,205,582,6,Single,Truck,12820,3,No
M,121,776,29,Married,Van,9872,8,No
M,147,718,27,Married,Truck,11695,2,No
M,97,696,15,Married,Van,12585,1,No
M,133,760,5,Single,Utility,11693,3,No
F,296,312,6,Single,Utility,11875,1,No
M,151,791,38,Married,Van,6535,1,No
F,161,533,1,Married,Car,77910,3,No
F,132,699,39,Married,Truck,6536,8,No
M,110,693,13,Married,Van,12213,8,No
M,223,725,5,Married,Truck,83258,4,No
F,146,745,11,Married,Truck,8053,3,No
F,101,678,21,Married,Truck,12833,4,No
M,125,803,20,Single,Utility,5546,8,No
M,105,702,28,Married,Utility,10717,2,No
M,299,706,3,Married,Car,10235,2,No
F,94,777,21,Married,Truck,20714,8,No
F,154,788,8,Married,Car,10049,2,No
F,273,354,7,Single,Truck,11902,5,No
F,135,733,12,Married,Car,7282,5,No
M,314,415,1,Married,Car,50948,6,No
F,507,688,16,Married,Car,19096,4,No
M,269,733,5,Married,Car,14898,3,No
M,98,766,15,Married,Van,5182,6,No
F,135,794,24,Married,Truck,12544,5,No
M,419,548,3,Married,Car,10783,8,No
F,651,693,33,Married,Car,17528,3,No
F,212,475,8,Single,Truck,14956,4,No
F,154,682,14,Married,Truck,8674,4,No
F,83,677,1,Married,Car,9972,6,No
F,112,676,29,Married,Car,9920,2,No
M,370,628,2,Single,Car,77995,1,No
F,295,681,8,Married,Car,32015,2,No
F,219,644,8,Single,Truck,12999,4,No
M,136,744,4,Single,Utility,7557,6,No
F,262,626,8,Single,Truck,14866,3,No
M,95,775,9,Single,Utility,8736,4,No
M,150,656,3,Single,Car,30941,5,No
F,142,671,24,Single,Car,14875,1,No
M,311,620,3,Married,Car,12331,2,No
M,150,445,2,Single,Car,11007,3,No
M,102,787,6,Married,Utility,13817,6,No
M,95,775,17,Married,Van,13574,3,No
M,152,791,39,Married,Van,7211,4,No
F,81,784,11,Married,Truck,6352,3,No
M,169,699,7,Married,Van,40508,2,No
F,99,755,16,Married,Truck,19994,6,No
F,107,696,17,Married,Truck,6830,3,No
M,176,724,5,Married,Truck,10731,1,No
F,151,791,5,Married,Car,22541,5,No
M,237,663,5,Single,Car,11300,4,No
F,253,719,8,Single,Truck,10113,5,No
M,327,639,3,Single,Car,16819,8,No
F,86,701,23,Married,Car,7079,6,No
F,139,678,21,Married,Truck,9805,8,No
F,81,687,27,Single,Car,5465,2,No
M,95,734,14,Married,Van,13303,5,No
M,93,783,30,Married,Truck,14242,3,No
M,244,627,3,Single,Utility,10668,1,No
F,152,756,15,Married,Truck,19481,1,No
F,289,464,6,Single,Truck,13132,8,No
M,172,589,5,Single,Car,10201,4,No
F,328,631,8,Single,Utility,14633,6,No
F,90,671,40,Married,Car,9674,5,No
M,154,702,23,Married,Van,6923,6,No
F,118,772,40,Married,Car,9161,7,No
F,123,793,6,Married,Truck,23792,5,No
M,132,689,6,Single,Utility,6711,6,No
F,159,771,23,Married,Car,10749,8,No
F,82,747,13,Married,Truck,10364,4,No
F,138,623,7,Single,Van,46859,4,No
F,135,695,6,Married,Car,41832,8,No
M,174,726,8,Married,Utility,26322,6,No
M,155,774,11,Married,Van,9927,8,No
M,169,581,3,Single,Car,12017,1,No
M,108,684,19,Married,Utility,12738,7,No
M,162,618,3,Single,Car,13330,5,No
F,120,598,8,Single,Van,49291,2,No
M,381,707,38,Married,Utility,9286,7,No
F,96,706,9,Married,Truck,48963,5,No
M,91,676,13,Married,Truck,11960,4,No
F,122,686,18,Married,Truck,13794,4,No
F,96,730,16,Married,Truck,8398,8,No
F,94,773,4,Married,Truck,9010,4,No
M,151,774,19,Single,Utility,7238,1,No
F,124,671,29,Married,Car,10274,2,No
M,149,769,26,Married,Van,13204,4,No
M,131,709,28,Married,Van,13630,7,No
M,438,816,3,Married,Car,24033,7,No
M,123,822,29,Single,Utility,14417,3,No
M,116,787,20,Married,Van,7922,1,No
M,129,766,10,Married,Truck,8518,4,No
M,202,588,4,Married,Car,13048,6,No
F,85,722,28,Married,Truck,13484,1,No
M,308,652,1,Single,Car,60880,3,No
F,578,704,20,Married,Car,15900,5,No
M,123,649,5,Married,Truck,92242,1,No
F,300,305,6,Single,Van,14313,6,No
F,465,615,7,Single,Truck,13905,7,No
F,113,758,11,Married,Truck,9659,6,No
M,357,737,5,Married,Car,12492,3,No
F,111,793,17,Single,Car,13053,1,No
F,339,495,2,Married,Car,26548,8,No
M,148,771,32,Married,Van,12110,4,No
M,124,716,1,Single,Car,18257,2,No
F,340,409,5,Single,Truck,20659,8,No
M,261,646,3,Single,Car,11099,6,No
F,230,733,5,Single,Utility,12567,1,No
M,127,751,4,Single,Utility,10208,2,No
F,145,675,15,Married,Car,12170,8,No
M,95,706,25,Married,Van,13221,5,No
F,119,794,34,Married,Truck,21508,5,No
F,98,790,25,Married,Truck,11811,4,No
M,102,756,10,Single,Utility,10327,6,No
F,414,735,24,Married,Car,22622,6,No
F,287,608,6,Single,Van,11163,4,No
F,369,528,6,Single,Truck,13552,1,No
M,124,765,19,Married,Truck,6869,2,No
F,118,730,15,Married,Car,5486,1,No
M,349,671,7,Married,Truck,61514,2,No
M,272,689,3,Married,Van,83546,7,No
M,89,686,35,Married,Van,14829,4,No
F,531,731,17,Married,Car,16363,7,No
M,432,648,2,Married,Car,53646,7,No
M,154,766,29,Married,Utility,14578,2,No
F,353,717,8,Single,Truck,11120,1,No
F,95,733,8,Married,Car,91654,1,No
F,151,740,18,Married,Truck,17114,2,No
M,110,695,40,Single,Utility,12055,7,No
F,100,731,6,Single,Van,10984,3,No
M,96,689,20,Married,Van,12532,2,No
M,158,675,17,Married,Van,9127,5,No
F,85,743,26,Married,Car,9191,3,No
M,180,620,5,Single,Car,12514,3,No
M,83,676,3,Single,Utility,9774,1,No
M,99,791,10,Married,Utility,8193,6,No
M,370,688,3,Single,Car,14100,7,No
F,436,682,33,Married,Car,24814,5,No
F,139,700,19,Married,Car,13593,8,No
F,129,757,8,Married,Truck,5114,8,No
M,110,705,19,Married,Van,7709,4,No
F,110,679,25,Married,Car,10285,8,No
F,101,673,12,Married,Car,13994,3,No
M,106,745,9,Married,Van,10147,5,No
F,80,672,6,Married,Car,21056,7,No
M,120,769,21,Married,Van,10106,3,No
F,125,680,19,Married,Car,11882,7,No
M,266,588,4,Single,Car,10515,5,No
F,426,661,6,Single,Utility,13819,8,No
M,176,616,5,Single,Car,12192,3,No
M,135,763,21,Married,Van,14456,2,No
F,102,746,8,Single,Car,14991,8,No
M,95,693,20,Married,Van,7882,4,No
F,137,687,17,Married,Car,5858,1,No
F,126,749,27,Married,Car,7592,4,No
M,83,739,21,Married,Van,11290,1,No
F,96,687,5,Married,Car,5613,1,No
M,144,710,17,Married,Van,8598,1,No
M,121,690,16,Married,Van,14667,8,No
M,365,419,5,Married,Car,12871,7,No
M,500,645,1,Single,Car,20106,1,No
M,185,738,8,Married,Van,29974,5,No
M,101,812,2,Single,Car,12509,6,No
F,114,774,21,Married,Car,11175,4,No
M,81,739,18,Single,Utility,7913,8,No
M,104,756,6,Married,Van,8571,8,No
F,488,497,6,Single,Truck,23271,7,No
M,126,746,25,Married,Van,8769,5,No
M,146,738,40,Married,Van,14476,1,No
M,137,751,7,Married,Truck,12600,7,No
M,111,683,8,Married,Van,49325,6,No
M,88,740,18,Married,Van,10291,6,No
F,104,607,5,Single,Truck,88047,1,No
M,125,749,16,Married,Truck,9621,7,No
F,127,762,14,Married,Car,11756,5,No
M,136,710,25,Married,Truck,8818,4,No
M,116,672,11,Married,Utility,13097,1,No
F,117,772,17,Married,Truck,10954,5,No
M,152,676,22,Married,Van,9023,5,No
M,423,700,5,Married,Car,14986,8,No
F,130,797,25,Married,Truck,10742,8,No
M,87,684,15,Married,Van,8213,1,No
M,101,678,15,Single,Utility,13721,1,No
M,144,708,17,Married,Truck,8632,2,No
M,88,753,19,Married,Utility,8708,1,No
F,120,742,26,Married,Car,14037,5,No
M,107,684,27,Single,Utility,13733,4,No
F,488,489,7,Single,Truck,12235,2,No
F,632,733,15,Married,Car,22152,3,No
M,93,777,39,Married,Truck,8893,7,No
F,100,674,5,Married,Truck,10969,2,No
M,151,763,10,Single,Utility,8690,7,No
M,151,768,5,Married,Truck,14195,5,No
M,117,784,7,Married,Truck,7085,4,No
M,87,756,33,Married,Truck,11030,6,No
M,121,675,7,Married,Truck,11331,3,No
M,155,798,39,Married,Truck,9396,5,No
M,449,753,3,Married,Truck,7448,4,No
F,132,799,12,Married,Car,8359,8,No
M,150,730,23,Married,Van,14556,4,No
M,129,773,7,Married,Utility,11253,7,No
F,88,717,16,Married,Truck,7489,3,No
F,455,719,24,Married,Car,18737,6,No
F,101,831,7,Single,Van,22650,1,No
M,93,763,13,Married,Van,9297,6,No
M,245,700,3,Married,Truck,38219,1,No
M,118,736,16,Married,Truck,13428,7,No
M,124,842,12,Single,Utility,5515,4,No
F,449,666,6,Single,Truck,10193,7,No
F,443,692,24,Married,Car,16471,7,No
M,117,772,6,Married,Van,12633,4,No
F,157,736,17,Married,Truck,8003,5,No
F,662,783,3,Married,Truck,5551,7,No
M,282,732,5,Single,Utility,11241,4,No
F,117,781,16,Married,Car,22658,5,No
M,149,718,24,Married,Van,10143,1,No
F,124,684,13,Married,Car,12559,3,No
F,275,674,5,Married,Car,33294,1,No
M,447,568,1,Married,Car,10580,2,No
M,400,638,2,Married,Car,97794,3,No
M,150,748,2,Single,Utility,13516,3,No
F,327,517,1,Married,Truck,77612,5,No
M,454,599,3,Married,Car,11560,6,No
M,131,770,25,Married,Truck,5555,7,No
M,103,768,21,Married,Van,10933,2,No
F,275,719,5,Married,Truck,67094,2,No
M,486,416,5,Married,Car,11457,5,No
F,124,671,23,Married,Truck,10250,1,No
M,302,661,5,Married,Car,14443,3,No
M,95,550,2,Married,Utility,89058,4,No
F,506,689,24,Married,Car,16643,6,No
M,116,715,19,Married,Truck,12340,2,No
F,122,740,12,Married,Truck,11605,3,No
M,131,673,26,Married,Van,13788,5,No
M,119,793,29,Married,Van,5385,6,No
M,92,773,22,Married,Utility,12078,4,No
M,80,672,3,Married,Truck,10742,8,No
M,376,625,5,Single,Car,11691,5,No
M,144,795,31,Married,Truck,5206,3,No
F,83,505,3,Married,Car,93892,2,No
M,119,782,29,Single,Utility,11676,6,No
F,344,600,6,Single,Truck,13971,3,No
M,163,638,4,Single,Car,14747,5,No
F,218,617,5,Single,Truck,14176,3,No
M,395,410,5,Married,Car,12226,2,No
M,109,671,28,Married,Car,11583,2,No
F,109,724,21,Married,Car,6023,7,No
M,86,697,13,Single,Utility,11125,3,No
M,105,702,7,Married,Truck,10421,6,No
F,128,700,33,Single,Car,7943,6,No
M,282,533,2,Married,Van,85661,4,No
F,467,669,5,Single,Truck,10598,3,No
F,131,766,3,Married,Truck,6446,7,No
F,160,706,9,Married,Truck,87508,5,No
F,143,762,14,Married,Car,21694,5,No
F,152,747,16,Married,Car,10707,5,No
M,236,677,8,Married,Van,48026,7,No
F,130,768,19,Married,Car,6845,7,No
M,139,803,26,Single,Utility,11520,1,No
M,84,786,11,Married,Utility,11352,4,No
M,130,678,17,Married,Van,6594,2,No
M,124,668,3,Single,Car,59522,4,No
M,292,626,5,Married,Car,17211,1,No
M,110,688,14,Married,Van,83720,7,No
M,136,795,28,Married,Van,13355,7,No
F,158,671,6,Married,Car,49222,4,No
M,80,777,18,Married,Van,13819,2,No
F,567,614,3,Married,Car,11221,8,No
F,115,736,12,Single,Car,7623,2,No
F,332,582,8,Single,Truck,13120,6,No
M,226,850,1,Married,Car,10162,8,No
M,109,671,15,Married,Utility,5443,7,No
M,104,682,20,Single,Utility,10613,1,No
M,190,593,3,Single,Car,10899,6,No
F,127,721,22,Married,Car,13415,8,No
F,395,687,1,Married,Car,15173,7,No
M,148,740,19,Married,Truck,7970,8,No
M,289,521,1,Married,Truck,40821,2,No
M,177,694,6,Married,Van,54606,8,No
F,102,754,31,Married,Car,23266,5,No
M,102,707,22,Married,Truck,5053,2,No
M,156,680,20,Married,Van,11865,2,No
F,150,674,15,Married,Car,5145,6,No
M,234,693,1,Married,Car,12462,6,No
F,432,698,16,Married,Car,21499,7,No
M,380,692,5,Married,Car,12125,7,No
F,121,798,8,Married,Car,7369,1,No
M,159,719,22,Married,Truck,7090,8,No
F,119,702,17,Married,Car,12729,8,No
F,420,693,32,Single,Car,13285,7,No
M,145,672,13,Married,Utility,14244,3,No
M,232,730,3,Married,Car,13812,4,No
F,464,732,8,Single,Truck,10107,3,No
M,390,588,2,Married,Car,76038,6,No
M,104,681,11,Married,Truck,12084,2,No
M,116,689,21,Married,Van,14189,6,No
F,131,688,26,Married,Truck,13909,2,No
M,135,787,7,Married,Truck,11070,5,No
F,109,734,24,Married,Truck,12219,1,No
F,407,736,33,Married,Car,16342,5,No
M,113,754,34,Married,Utility,11524,7,No
F,113,780,18,Married,Car,7643,8,No
M,90,798,40,Single,Utility,13201,4,No
M,106,786,16,Married,Van,6352,4,No
M,319,647,3,Married,Car,10658,4,No
M,92,767,15,Married,Truck,12139,4,No
M,105,796,36,Married,Van,13324,7,No
M,87,844,24,Single,Utility,7738,6,No
F,278,680,6,Single,Car,87156,6,No
M,112,700,9,Married,Truck,44844,7,No
M,294,647,4,Married,Car,10973,6,No
F,247,662,5,Single,Truck,14585,6,No
M,92,743,23,Married,Van,5686,1,No
M,95,722,15,Married,Van,9116,2,No
F,365,597,5,Single,Truck,12872,8,No
M,219,607,5,Single,Utility,12419,6,No
F,129,785,17,Married,Truck,11782,6,No
F,276,680,8,Single,Truck,11710,6,No
F,387,735,5,Single,Truck,12998,2,No
F,116,755,29,Married,Car,6301,8,No
F,90,781,18,Married,Car,13797,8,No
F,129,710,17,Married,Truck,6600,5,No
M,126,672,37,Married,Utility,14326,1,No
M,136,711,3,Single,Utility,12458,1,No
F,236,413,5,Single,Truck,13660,3,No
F,298,499,6,Single,Truck,11650,2,No
M,147,751,22,Single,Utility,11736,7,No
M,156,738,15,Married,Utility,9052,8,No
M,200,690,1,Married,Car,13388,6,No
F,129,751,5,Married,Truck,8897,1,No
M,152,716,21,Married,Van,13910,3,No
F,89,729,32,Married,Car,5631,4,No
